"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834338","1.19.1.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834339","1.19.1.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834340","1.19.1.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Men+","Percentage","Percent","239","units","0","v1663834341","1.19.1.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834342","1.19.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834343","1.19.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Women+","Percentage","Percent","239","units","0","v1663834344","1.19.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834345","1.19.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834346","1.19.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834347","1.19.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834348","1.19.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834349","1.19.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Men+","Percentage","Percent","239","units","0","v1663834350","1.19.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834351","1.19.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834352","1.19.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Women+","Percentage","Percent","239","units","0","v1663834353","1.19.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834354","1.19.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834355","1.19.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834356","1.19.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834357","1.19.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834358","1.19.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834359","1.19.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834360","1.19.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834361","1.19.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834362","1.19.3.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834363","1.19.3.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, needed mental health care","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834364","1.19.3.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834365","1.20.1.1.1","47.3","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834366","1.20.1.1.2","42.8","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834367","1.20.1.1.3","51.8","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Men+","Percentage","Percent","239","units","0","v1663834368","1.20.1.2.1","39.5","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834369","1.20.1.2.2","33.0","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834370","1.20.1.2.3","46.2","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Women+","Percentage","Percent","239","units","0","v1663834371","1.20.1.3.1","53.4","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834372","1.20.1.3.2","47.4","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834373","1.20.1.3.3","59.2","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834374","1.20.2.1.1","42.8","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834375","1.20.2.1.2","37.0","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834376","1.20.2.1.3","48.8","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Men+","Percentage","Percent","239","units","0","v1663834377","1.20.2.2.1","33.0","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834378","1.20.2.2.2","24.0","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834379","1.20.2.2.3","43.0","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Women+","Percentage","Percent","239","units","0","v1663834380","1.20.2.3.1","51.7","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834381","1.20.2.3.2","45.3","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834382","1.20.2.3.3","58.1","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834383","1.20.3.1.1","35.5","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834384","1.20.3.1.2","30.3","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834385","1.20.3.1.3","40.9","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834386","1.20.3.2.1","26.6","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834387","1.20.3.2.2","19.7","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834388","1.20.3.2.3","34.4","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834389","1.20.3.3.1","42.8","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834390","1.20.3.3.2","35.8","","","","1"
"2024","Canada","2021A000011124","Yes, needed mental health care","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834391","1.20.3.3.3","50.0","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834392","1.21.1.1.1","52.7","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834393","1.21.1.1.2","48.2","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834394","1.21.1.1.3","57.2","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Men+","Percentage","Percent","239","units","0","v1663834395","1.21.1.2.1","60.5","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834396","1.21.1.2.2","53.8","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834397","1.21.1.2.3","67.0","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Women+","Percentage","Percent","239","units","0","v1663834398","1.21.1.3.1","46.6","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834399","1.21.1.3.2","40.8","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834400","1.21.1.3.3","52.6","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834401","1.21.2.1.1","57.2","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834402","1.21.2.1.2","51.2","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834403","1.21.2.1.3","63.0","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","Métis","Men+","Percentage","Percent","239","units","0","v1663834404","1.21.2.2.1","67.0","","","","1"
"2024","Canada","2021A000011124","No, did not need mental health care","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834405","1.21.2.2.2","57.0","","","","1"
